Date,Close
2025-01-02,15.24
2026-01-14,15.24347
2026-01-15,15.25284
2026-01-16,15.24733
2026-01-19,15.25021
2026-01-20,15.21343
2026-01-21,15.22374
2026-01-22,15.23145
2026-01-23,15.22899
2026-01-26,15.23509
2026-01-27,15.23914
2026-01-28,15.24363
2026-01-29,15.2498
2026-01-30,15.24714
2026-02-02,15.25393
2026-02-03,15.253
2026-02-04,15.25796
2026-02-05,15.24825
2026-02-06,15.26513
2026-02-09,15.27802
2026-02-10,15.28771
2026-02-11,15.28923
2026-02-12,15.28237
2026-02-13,15.29011
2026-02-16,15.28967
2026-02-17,15.2969
2026-02-18,15.30552
2026-02-19,15.30604
2026-02-20,15.3139
2026-02-23,15.31292
2026-02-24,15.31957
2026-02-25,15.33086
2026-02-26,15.334
2026-02-27,15.33672
2026-03-02,15.31322
2026-03-03,15.26663
2026-03-04,15.28277
2026-03-05,15.25257
2026-03-06,15.22136
2026-03-09,15.21056
2026-03-10,15.2446
2026-03-11,15.21389
2026-03-12,15.18341
2026-03-13,15.16998
2026-03-16,15.1893
2026-03-17,15.20228
2026-03-18,15.17962
2026-03-19,15.14577
2026-03-20,15.09868
2026-03-23,15.10889
2026-03-24,15.0997
2026-03-25,15.13527
2026-03-26,15.08772
2026-03-27,15.05948
2026-03-30,15.08156
2026-03-31,15.1102
2026-04-01,15.14012
2026-04-02,15.14449
2026-04-07,15.12038
2026-04-08,15.2211
2026-04-09,15.20411
2026-04-10,15.20062
2026-04-13,15.19428
2026-04-14,15.22583
2026-04-15,15.23838
2026-04-16,15.24787
2026-04-17,15.28686
2026-04-20,15.28013
2026-04-21,15.26501
2026-04-22,15.27081
2026-04-23,15.26124
2026-04-24,15.26821
2026-04-27,15.26178
2026-04-28,15.24987
2026-04-29,15.2302
2026-04-30,15.26209
2026-05-04,15.25031
2026-05-05,15.2639
2026-05-06,15.31483
2026-05-07,15.31695
2026-05-11,15.30597
2026-05-12,15.28739
2026-05-13,15.2972
2026-05-15,15.2801
2026-05-18,15.28201
2026-05-19,15.27154
2026-05-20,15.30981
2026-05-21,15.31644
2026-05-22,15.34022
2026-05-26,15.37223
2026-05-27,15.37599
2026-05-28,15.38471
2026-05-29,15.40061
2026-06-01,15.38114
2026-06-02,15.39388
2026-06-03,15.37434
2026-06-04,15.38079
2026-06-05,15.35449
2026-06-08,15.34422
