Date,Close
1988-07-12,28.25
1989-12-29,34.51
1990-01-08,34.35
1990-01-15,34.24
1990-01-22,34.03
1990-01-29,33.69
1990-01-31,33.7
1990-02-05,33.98
1990-02-12,33.71
1990-02-19,33.4
1990-02-26,32.71
1990-02-28,33.13
1990-03-05,33.26
1990-03-12,33.68
1990-03-19,34.03
1990-03-26,34.0
1990-03-30,34.04
1990-04-02,34.07
1990-04-09,34.97
1990-04-17,35.12
1990-04-23,35.15
1990-04-30,34.83
1990-05-07,35.26
1990-05-14,35.37
1990-05-21,35.29
1990-05-28,35.5
1990-05-31,35.65
1990-06-05,35.5
1990-06-11,34.82
1990-06-18,35.0
1990-06-25,35.1
1990-06-29,35.25
1990-07-09,35.05
1990-07-16,35.07
1990-07-23,35.28
1990-07-31,35.03
1990-08-06,34.01
1990-08-13,33.35
1990-08-20,32.62
1990-08-27,32.84
1990-08-31,33.11
1990-09-10,32.86
1990-09-17,32.39
1990-09-24,31.72
1990-09-28,31.72
1990-10-08,32.18
1990-10-15,32.33
1990-10-22,32.53
1990-10-29,32.39
1990-10-31,32.37
1990-11-05,32.41
1990-11-12,32.16
1990-11-19,32.38
1990-11-26,32.58
1990-11-30,32.36
1990-12-10,33.08
1990-12-17,32.6
1990-12-26,32.19
1990-12-28,32.17
1991-01-07,32.21
1991-01-14,31.79
1991-01-21,32.44
1991-01-28,32.36
1991-01-31,32.62
1991-02-04,32.68
1991-02-11,33.2
1991-02-18,33.85
1991-02-25,34.35
1991-02-28,34.39
1991-03-04,34.44
1991-03-11,35.13
1991-03-18,34.96
1991-03-25,34.85
1991-03-28,34.97
1991-04-02,35.14
1991-04-08,35.53
1991-04-15,35.52
1991-04-22,35.24
1991-04-29,35.33
1991-04-30,35.4
1991-05-06,35.67
1991-05-13,35.8
1991-05-21,35.67
1991-05-27,35.49
1991-05-31,35.68
1991-06-10,35.7
1991-06-17,35.83
1991-06-24,35.43
1991-06-28,35.35
1991-07-08,35.29
1991-07-15,35.45
1991-07-22,35.67
1991-07-29,35.73
1991-07-31,35.75
1991-08-05,35.9
1991-08-12,36.0
1991-08-19,35.6
1991-08-26,36.36
1991-08-30,36.75
1991-09-09,36.96
1991-09-16,37.1
1991-09-23,37.09
1991-09-30,37.04
1991-10-07,36.82
1991-10-14,36.76
1991-10-21,36.99
1991-10-28,36.86
1991-10-31,37.03
1991-11-12,37.15
1991-11-18,37.01
1991-11-25,36.62
1991-11-29,36.59
1991-12-09,36.17
1991-12-16,36.42
1991-12-23,35.87
1991-12-31,36.74
1992-01-06,37.18
1992-01-13,37.66
1992-01-20,37.94
1992-01-27,38.02
1992-01-31,38.07
1992-02-10,37.99
1992-02-17,37.99
1992-02-24,38.61
1992-02-28,38.71
1992-03-09,38.73
1992-03-16,38.63
1992-03-23,38.39
1992-03-31,38.61
1992-04-06,38.64
1992-04-13,38.72
1992-04-21,38.99
1992-04-27,39.02
1992-04-30,39.37
1992-05-11,39.88
1992-05-18,39.65
1992-05-25,39.8
1992-05-29,39.64
1992-06-09,39.29
1992-06-15,38.85
1992-06-22,38.59
1992-06-30,38.8
1992-07-06,38.78
1992-07-15,38.64
1992-07-20,38.02
1992-07-27,37.63
1992-07-31,37.87
1992-08-10,37.9
1992-08-17,37.87
1992-08-24,37.57
1992-08-31,37.49
1992-09-07,38.34
1992-09-14,38.94
